,userID,itemID,prediction
0,1,70128,4.952920436859131
1,1,75173,4.9540181159973145
2,1,135206,4.958277702331543
3,1,120347,4.986495494842529
4,1,27317,4.973075866699219
5,1,35248,4.976042747497559
6,1,125219,4.973897457122803
7,1,99989,4.972111701965332
8,1,55655,4.979995250701904
9,1,105886,4.955644130706787
10,2,132216,4.981682777404785
11,2,130344,4.968425273895264
12,2,52671,4.989917755126953
13,2,75173,4.967855930328369
14,2,120347,4.972836971282959
15,2,58908,4.9802117347717285
16,2,99989,4.991979122161865
17,2,66069,4.970729827880859
18,2,55655,4.990206241607666
19,2,61955,4.969021797180176
20,3,39479,4.971898078918457
21,3,75173,4.976930618286133
22,3,120347,4.9734039306640625
23,3,26072,4.9785943031311035
24,3,27317,4.982878684997559
25,3,60928,4.969290733337402
26,3,125219,4.977067947387695
27,3,99989,4.989267826080322
28,3,55655,4.992319583892822
29,3,105886,4.973360061645508
30,4,70128,4.999368667602539
31,4,32496,4.947409152984619
32,4,52671,4.9615302085876465
33,4,11396,4.953260898590088
34,4,72327,4.968527793884277
35,4,35250,4.939602851867676
36,4,58908,4.990292549133301
37,4,61340,4.941953182220459
38,4,55655,4.940344333648682
39,4,105886,4.966421604156494
40,5,128621,4.9975905418396
41,5,7923,4.989688396453857
42,5,39479,4.97446346282959
43,5,52671,4.977707386016846
44,5,75173,4.968505382537842
45,5,120347,4.969006538391113
46,5,122285,4.960061073303223
47,5,69964,4.982389450073242
48,5,35248,4.9620256423950195
49,5,58908,4.966614723205566
50,6,130344,4.95365047454834
51,6,7923,4.955677509307861
52,6,100981,4.9543776512146
53,6,52671,4.975065231323242
54,6,17032,4.960299491882324
55,6,110476,4.956973075866699
56,6,120347,4.9543137550354
57,6,35248,4.9546403884887695
58,6,14027,4.957446575164795
59,6,99989,4.988612651824951
60,7,130344,4.971186637878418
61,7,100981,4.961575984954834
62,7,52671,4.992615699768066
63,7,75173,4.978137969970703
64,7,26072,4.969125747680664
65,7,35248,4.98170804977417
66,7,114440,4.9709649085998535
67,7,101338,4.97346305847168
68,7,99989,4.986307144165039
69,7,55655,4.964960098266602
70,8,79813,4.987220287322998
71,8,31642,4.991182327270508
72,8,100981,4.944820880889893
73,8,120347,4.97620153427124
74,8,69,4.961053848266602
75,8,84734,4.968798637390137
76,8,66972,4.948777198791504
77,8,99989,4.975666522979736
78,8,55655,4.969547271728516
79,8,76449,4.944266319274902
80,9,42076,4.9791364669799805
81,9,41139,4.959402561187744
82,9,8505,4.968495845794678
83,9,50055,4.961379528045654
84,9,52671,4.964404582977295
85,9,135212,4.971030235290527
86,9,72327,4.986940383911133
87,9,15486,4.976178169250488
88,9,58908,4.9651780128479
89,9,105886,4.985621929168701
90,10,130344,4.989170551300049
91,10,7923,4.971495628356934
92,10,75173,4.995237350463867
93,10,110476,4.973097801208496
94,10,15486,4.980540752410889
95,10,120347,4.988028526306152
96,10,27317,4.968682289123535
97,10,13760,4.969698429107666
98,10,55655,4.9868316650390625
99,10,105886,4.965282917022705
100,11,33558,4.971700668334961
101,11,52671,4.991927623748779
102,11,110476,4.9769511222839355
103,11,15486,4.968754291534424
104,11,120347,4.978599548339844
105,11,26072,4.984192371368408
106,11,4438,4.964518070220947
107,11,99989,4.98301887512207
108,11,66069,4.959203720092773
109,11,61955,4.961300849914551
110,12,132216,4.997437953948975
111,12,61525,4.995141506195068
112,12,43267,4.963789939880371
113,12,108424,4.969245910644531
114,12,100981,4.976503372192383
115,12,15486,4.979508876800537
116,12,56744,4.957632541656494
117,12,27317,4.9682745933532715
118,12,114440,4.963562488555908
119,12,14276,4.955804824829102
120,13,36412,4.968239784240723
121,13,72656,4.953474521636963
122,13,100981,4.965479373931885
123,13,52671,4.9533538818359375
124,13,18137,4.95316219329834
125,13,35250,4.964175701141357
126,13,35248,4.949098587036133
127,13,99989,4.991789817810059
128,13,55655,4.971317768096924
129,13,105886,4.98175573348999
130,14,108424,4.968860626220703
131,14,100981,4.961954116821289
132,14,63017,4.981204032897949
133,14,15486,4.9691972732543945
134,14,117003,4.986098289489746
135,14,26072,4.972292423248291
136,14,85951,4.965429306030273
137,14,58908,4.965423583984375
138,14,99989,4.989157676696777
139,14,55655,4.965534210205078
140,15,7923,4.9680633544921875
141,15,30952,4.963396072387695
142,15,52671,4.967523574829102
143,15,15486,4.981717109680176
144,15,120347,4.975283145904541
145,15,84734,4.980040550231934
146,15,27317,4.965884208679199
147,15,66972,4.964932918548584
148,15,99989,4.9803690910339355
149,15,55655,4.978120803833008
150,16,1905,4.978333950042725
151,16,76598,4.976498126983643
152,16,100981,4.976059436798096
153,16,52671,4.972010135650635
154,16,15486,4.979577541351318
155,16,120347,4.965351581573486
156,16,60928,4.984714508056641
157,16,58908,4.96540641784668
158,16,99989,4.990311622619629
159,16,66069,4.983566761016846
160,17,63391,4.983066558837891
161,17,112362,4.998697280883789
162,17,130344,4.969336986541748
163,17,8505,4.973414421081543
164,17,35250,4.966394424438477
165,17,15486,4.991569995880127
166,17,84734,4.965836524963379
167,17,27317,4.973240375518799
168,17,66972,4.966507911682129
169,17,99989,4.976986885070801
170,18,70128,4.965864181518555
171,18,102798,4.999169826507568
172,18,56744,4.9655375480651855
173,18,34880,4.980637550354004
174,18,99878,4.96879768371582
175,18,35248,4.974506378173828
176,18,66972,4.976924896240234
177,18,58908,4.977584362030029
178,18,48543,4.969222068786621
179,18,55655,4.990272045135498
180,19,132780,4.988678455352783
181,19,16544,4.984582424163818
182,19,130344,4.966820240020752
183,19,7923,4.971316337585449
184,19,92523,4.972972869873047
185,19,75173,4.97412633895874
186,19,17032,4.9638142585754395
187,19,27317,4.977115631103516
188,19,99989,4.985723972320557
189,19,55655,4.970685005187988
190,20,70014,4.9992170333862305
191,20,130344,4.963025093078613
192,20,7923,4.970446586608887
193,20,8505,4.959539890289307
194,20,100981,4.967804908752441
195,20,110476,4.969996452331543
196,20,26072,4.968777179718018
197,20,35248,4.9545674324035645
198,20,125219,4.956881046295166
199,20,62338,4.955447196960449
200,21,43685,4.995144367218018
201,21,95525,4.96442174911499
202,21,8505,4.961246490478516
203,21,108424,4.968429088592529
204,21,52671,4.987949371337891
205,21,75173,4.995291233062744
206,21,15486,4.980504035949707
207,21,27317,4.975414752960205
208,21,58908,4.976670265197754
209,21,105886,4.976531982421875
210,22,130344,4.9583940505981445
211,22,15486,4.958739757537842
212,22,120347,4.963231563568115
213,22,34880,4.953401565551758
214,22,99878,4.958463668823242
215,22,118330,4.958104133605957
216,22,62338,4.978585720062256
217,22,99989,4.993399143218994
218,22,55655,4.984349727630615
219,22,105886,4.972302436828613
220,23,50981,4.983035087585449
221,23,76598,4.973759651184082
222,23,8505,4.9686665534973145
223,23,131131,4.9674072265625
224,23,52671,4.98082160949707
225,23,15486,4.981686115264893
226,23,26072,4.973838806152344
227,23,60928,4.983145713806152
228,23,58908,4.961302757263184
229,23,55655,4.987124919891357
230,24,17699,4.997549057006836
231,24,75173,4.982018947601318
232,24,110476,4.976342678070068
233,24,35250,4.9744954109191895
234,24,27317,4.980799198150635
235,24,60928,4.98383903503418
236,24,125219,4.973334312438965
237,24,101338,4.982616901397705
238,24,99989,4.985843658447266
239,24,55655,4.990627288818359
240,25,130344,4.99079704284668
241,25,100981,4.9547505378723145
242,25,52671,4.975156784057617
243,25,75173,4.985351085662842
244,25,117729,4.956864833831787
245,25,122285,4.967216968536377
246,25,69964,4.950055122375488
247,25,58908,4.957950592041016
248,25,99989,4.9821672439575195
249,25,55655,4.973435878753662
250,26,128621,4.970253944396973
251,26,7923,4.974113464355469
252,26,8505,4.965478420257568
253,26,63017,4.983070373535156
254,26,52671,4.967623710632324
255,26,75173,4.996232986450195
256,26,15486,4.968145370483398
257,26,101338,4.968942642211914
258,26,99989,4.973160266876221
259,26,55655,4.99386739730835
260,27,44741,4.99569845199585
261,27,135206,4.964390754699707
262,27,15486,4.977044582366943
263,27,117003,4.949623107910156
264,27,34880,4.967702865600586
265,27,50150,4.946355819702148
266,27,5273,4.944037437438965
267,27,58908,4.976322650909424
268,27,99989,4.992953300476074
269,27,55655,4.9844970703125
270,28,52671,4.960886001586914
271,28,75173,4.991736888885498
272,28,120347,4.968470573425293
273,28,26072,4.960689067840576
274,28,73252,4.9667558670043945
275,28,27317,4.970434665679932
276,28,35248,4.963448524475098
277,28,66972,4.9805450439453125
278,28,114440,4.963538646697998
279,28,99989,4.985424041748047
280,29,95525,4.97028923034668
281,29,135481,4.986101150512695
282,29,103137,4.968062877655029
283,29,52671,4.977694034576416
284,29,75173,4.975186347961426
285,29,103799,4.970647811889648
286,29,120347,4.9629225730896
287,29,122285,4.973745822906494
288,29,99989,4.982814788818359
289,29,55655,4.994268894195557
290,30,7522,4.965554237365723
291,30,7923,4.968348979949951
292,30,100981,4.9762115478515625
293,30,17032,4.983160972595215
294,30,72327,4.967209339141846
295,30,34880,4.967475414276123
296,30,122285,4.97658109664917
297,30,104318,4.960634231567383
298,30,62338,4.969393730163574
299,30,55655,4.993045806884766
300,31,62770,4.994583606719971
301,31,120077,4.959311008453369
302,31,130344,4.953179836273193
303,31,69564,4.967901229858398
304,31,63017,4.992351055145264
305,31,30266,4.968076705932617
306,31,120347,4.955005168914795
307,31,62338,4.9708123207092285
308,31,55655,4.992680072784424
309,31,105886,4.9571661949157715
310,32,61525,4.980081558227539
311,32,95525,4.9664411544799805
312,32,100981,4.971616268157959
313,32,63017,4.970794200897217
314,32,26072,4.970950126647949
315,32,35248,4.968865394592285
316,32,58908,4.985400199890137
317,32,100098,4.9850969314575195
318,32,125219,4.972695350646973
319,32,99989,4.991964817047119
320,33,130344,4.95886754989624
321,33,75953,4.978389263153076
322,33,52671,4.96616268157959
