,userID,itemID,prediction
0,14375,22469,2.5915286970864075
1,17375,22325,3.5548355374345575
2,15498,84945,6.0650640857677605
3,16374,85078,-2.998823214927657
4,13735,22489,2.880091920855514
5,15644,84692,0.5763179072474514
6,16523,23581,0.9297533931861635
7,18125,22197,7.68085134425126
8,16984,21929,2.4938986166520163
9,14911,15060B,9.328908330113888
10,15861,22355,8.734153488640567
11,15382,22972,4.113164115691944
12,15311,22310,34.08664293550772
13,16940,22720,3.185265160356577
14,13047,22961,2.0834971838106537
15,17442,22727,5.136879707563056
16,14583,21035,3.1820845348716995
17,14518,84879,-2.998823214927657
18,12955,22561,3.83567070956753
19,15508,21985,2.79840655573039
20,12362,22432,-2.998823214927657
21,16033,22192,2.340765971460993
22,12682,21936,2.339885365557655
23,15861,16238,2.8610188471656137
24,13098,23207,3.080120192636259
25,13089,23535,3.590319264226531
26,14796,22720,3.0464409298917325
27,18225,23203,7.8698694132385665
28,13209,21415,3.5289745030440844
29,17841,22666,3.8018406973749848
30,14646,22603,2.472926301324007
31,15719,21523,6.64667882753424
32,16549,23004,3.3701561781786427
33,12631,21731,-2.998823214927657
34,12607,22449,2.1983729496776636
35,15311,21313,2.55090760998205
36,16303,23007,2.4528789420699484
37,14474,23407,1.0085778370993261
38,16239,22431,-2.998823214927657
39,15440,21166,4.298968469934772
40,15676,23144,2.9830884665072444
41,12383,22315,-2.998823214927657
42,17397,22115,4.92368202347615
43,16931,23002,3.52462048707047
44,17081,23000,1.8766350630232063
45,12841,84228,1.2841170015758139
46,15671,22499,3.1227592808697917
47,12472,23392,2.178588253167587
48,13599,22694,3.6924464726375565
49,14388,85152,2.776246506583736
50,14698,21484,4.911459292545823
51,16717,21519,9.072633604876792
52,15984,21617,6.679058811716932
53,12472,23548,4.802380825894783
54,15356,82600,3.8269138706169628
55,15532,23356,5.280736618852753
56,13230,21621,2.652573916462762
57,15514,84012,3.525668275415002
58,17920,22355,2.666709447313929
59,16265,22847,5.032665031472916
60,13483,21790,-2.998823214927657
61,14733,47566,3.427240794532993
62,16340,21394,3.5948425869864664
63,14241,22178,-2.998823214927657
64,15443,23507,1.5685729352014846
65,15544,20727,4.6995643012062605
